words,sentiment_coeff
ca,-1.0915378083661187
en,-1.3200177932580364
burger,-1.076926712214748
hebben,-1.2929882328438096
hun,-1.0875685054089863
gojoe2020,1.0706890136236098
ridinwithbiden,1.0592328175119037
imagine,1.2335704710088486
taking_knee,1.2273700421764824
seen,1.1457621535047344
difference,1.0976675136402678
great,1.07782881178965
intelligent,1.0298527620954319
caring,1.240940107241046
effective,1.208181130514951
leader,1.1166652221554236
make,1.1472838423089913
wi,1.042531748645744
wow,1.0478052784021799
maybe,1.2317135256170657
brilliant,1.0885401953837714
towards,1.1081186616438499
anti_racism,1.160041078309441
come,1.0861752869882944
lately,1.244666407655133
act,1.1274754735679635
coon,1.225658973999129
mom,1.0988320319417513
real,1.0467653425229944
event,1.0977266446736313
happening,1.136372113218822
inside,1.1016036073212263
saving,1.1012135970041148
bear,1.1760127027769094
doe_not,1.1676184979258322
fuck,1.02067731517487
blacklivesmattter,-1.016932037990212
germany,1.0619131636628532
demonstration,1.0803767062040013
year_old,1.0572863200931186
girl,1.0742858331889207
attack,1.0651072162388906
still,1.1794686877141913
appears,1.0947739559516998
used,1.139456220003132
knife,1.1633795877020936
trying,1.2067400272251858
big,1.0610709627078756
fan,1.0061963800804772
keep,1.1554733978401102
laugh,1.08665517458561
coming,1.1321143690556703
badly,1.2078561759311668
si,-1.2506436496425695
education,1.089770267324033
fait,-1.3306358048204114
son,-1.0583388224977603
cette,-1.3386177168956186
offended,1.1718646403127126
also,1.1932301872074251
chill,1.1267242455058393
talking,1.1588311954903419
like,1.1441559188936312
crazy,1.1567699525247428
look,1.1707298008332383
gonna,1.1192784841848664
side,1.1310153500513402
nazi,1.0173005372111164
standing,1.1572828205743662
next,1.0873293908867618
lady,0.9857927446064817
v,1.004533223931562
orlando,-1.1296327615906852
13,-1.187880351385952
killed,1.1212060554238419
0,0.98974851837118
c,1.0084380619141304
idiot,1.1384337409032284
ignoring,1.2052243082191785
blm_thug,1.1313935775316202
attacking,1.1068610629244355
protester,1.1285043282299463
1,1.0000136112158624
even,1.1722060811008803
left,1.2009581038748272
fucking,1.1396314504320093
w/,1.1025866558570214
hard,1.2305957171792723
beat,1.0660563518434831
backtheblue,1.0461587187940051
yes,1.1833830213188583
small,1.0955070980023789
minority,1.177841119037013
thug,1.1293092994935907
nothing,1.1331401611824856
anywhere,1.189033297099712
th,1.3327114476235877
hello,1.0695728875959503
sir,1.0443510381862753
car,1.052748308394345
fine,1.0459219557694779
dear,1.0850918733234487
world,1.1276721058606167
silence,1.0045583242424387
end,1.159018664266912
war,1.0928778956105876
crime,1.0928231433301752
usa,-1.0434531706575187
aqui,-1.4412505413268353
blancos,-1.6751359621947075
que,-1.5345510498910295
hell,1.1841426291826127
felt,1.1400429464630457
black_people,1.1792575974246855
hey,1.1644184004832874
ashton,1.1568954693481655
life_matter,1.030616666830094
proud,1.1389523275600066
brother,1.0824838483428694
sister,1.1084856656452848
rise,1.1214307327640605
justice,1.0500201693861517
cuando,-1.6210243923503302
los,-1.5520592736705665
le,-1.2058378975412756
hay,-1.3454479502333063
quien,-1.687973265220026
funeral,1.058745660491604
lost,1.1710418667470017
speech,1.0843100201245408
p,1.0591309361345826
maine,1.0154191685908238
throat,1.1381846092266144
news,1.0388857116848136
londonriots,1.043539785248539
w_terrence,1.2485725013003381
er,-1.0654463573592448
give,1.157740971583874
miss,1.153053263990446
thanks,1.138433841419617
much,1.1657204175868443
scottpresler,1.1210428683144578
das,-1.3058978042304956
wir,-1.3979306750336864
sind,-1.3071535565673786
und,-1.2808303038691287
nicht,-1.3066477434712165
werden,-1.376356019849118
ni,-1.4529321579298253
pick,1.0436856621460873
english,1.1528292803409736
led,1.0894822146325027
seanhannity,1.0404441942470757
three,1.0921724032172744
time,1.2153824874439834
body,1.1068677085200402
show,1.169978769834744
dumbass,1.1919371659568705
going,1.1817866004088968
move,1.1472961777057773
violence,1.108871370959823
boot,1.0633772383079882
ground,1.0667332556783753
job,1.1884502173198233
done,1.1542049669879748
poli,-1.013230185644504
het,-1.3028704634139003
geen,-1.262147599937551
land,1.070876457190842
stop,1.1239403568125377
rt,-1.0068425275586008
de,-1.3910336425499523
nacional,-1.3724043723836241
describe,-0.9779829411719473
donaldtrump,-1.0648163188888342
solo,-1.4157054083938785
ser,-1.5759406803176454
wanted,1.1651606309548381
truly,1.079042635932622
beautiful,1.0706052165095021
picture,1.1074263810240603
example,1.2644128711137157
true,1.0960572940811912
ignorance,1.1316906960717503
probably,1.178276565128537
didn_even,1.236981266708598
high,1.2171731893402722
school,1.1995220487582827
maga,1.0298299562760138
bidenharris2020,-1.1682361838798152
murdering,1.1390905403396294
healthcare,1.106910136276914
woman,1.090639218535441
low,1.164122608467705
biden,1.0361590038688762
obama,1.0334342221141066
showed,1.0814428687457085
kkk,1.0141221210016065
rich,1.1291864297997267
passed,1.1471413669513901
remember,1.1847380626969026
important,1.127345239739125
yo,0.9996237076183662
well_said,1.1089109770455532
always,1.1680134887862195
literally,1.1530640898717646
anyone,1.2083859653598972
front,1.1623272770700248
go,1.1216063415775537
outside,1.0915807479218727
south,1.0481749669555385
africa,1.0229515821369175
realcandaceo,1.088557630767356
new,1.1091226469330884
deal,1.0758789279171437
wish,1.1330854904353025
run,1.1218573725851408
political,1.1528871243729453
office,1.1125950559358677
real_president,1.0968412776980125
pandemic,1.1609676695579665
virus,1.0395667080832334
wethepeople,-1.0028551402845411
coronavirus,-1.0455236222135798
shout,1.1485037466220922
project,1.1205116477904875
podcast,1.0675076137003383
recent,1.0693314040093413
haven,1.276882582501514
ch,1.1056715790411897
since,1.1516228513545383
rather,1.1281830045519845
angry,1.160463254997776
known,1.12491354212706
martin,-1.0562371024921464
two,1.161027521507172
lo_que,-1.577934939691849
pedophile,-0.999267385768742
excellent,1.0913347481808204
riot,1.0660108416819951
george_floyd,1.0370484798335822
explains,-1.1007174641209043
ty,1.097154632573327
official,1.1047184694568908
via,0.990263609001724
sh,1.066388104439142
vous,-1.3101471070656003
par,-1.2589045881829644
un,-1.2252869668495612
justicepouradama,-1.3213809767593705
glennkirschner2,1.1142535946225185
patriot,1.051533300071078
want_see,1.0346121306076994
nobody,1.1314768898640333
vet,1.1028509639523354
2a,1.0493377288760823
gun,1.0628934122144245
islam,1.0669141289420616
dm,1.0818734686476834
campaign,1.0652156511648976
taxpayer,1.1299447431219973
step,1.1314370382308332
hope,1.2074702470926197
democracy,1.107366730239349
puppet,1.0569997806804412
bail,1.0813014955563094
nor,1.114592323455639
thi,1.283565450996785
please_rt,-1.086142331981015
2,1.031788737996071
shelter,1.1179198739221543
april,1.1813631880131388
2019,1.0402081000347365
recently,1.2108111856971189
fault,1.183728201900749
forever,1.1259703512025903
seattle,1.0109219460250491
clearly,1.1510124189617708
racial_justice,1.162777593188016
chazseattle,1.083377911406127
f,1.1454513697256101
potus,1.028189038886011
represents,1.081353750971994
let,1.1425901668527898
not_gonna,-1.0761139973492744
shag_mate,-1.2959159865867118
future,1.0855313390475716
cw,1.140592426527696
broadway,-1.198559472882591
round,1.003734765649439
one,1.152796675675833
best,1.1665470680305776
ever,1.192900705310693
blocking,1.2234589898335395
care,1.1091294696672032
long,1.2517485233392482
word,1.0869284265706176
white_man,1.1690453233195093
mark_zuckerberg,-1.1341046303949005
ha_become,-1.0424508466020561
susan_collins,-1.040700933154634
someone,1.202690371485112
please,1.115139083955699
pearl,1.0865134612719871
middle,1.0862491867743662
kentucky,1.0007465936693114
senate,1.1016218783860514
election2020,1.0246558358520987
nov,1.004399740701685
amp_rt,-1.1243106367119406
cheap,1.1967556341976682
suit,1.1476101327851855
pose,1.0925156554562647
w,1.0963912532753572
correct,1.1151363997725647
awesome,1.0312363202251345
blackvoicesfortrump,-1.0420927067618666
british,1.200195389972079
radical_left,1.0785097341674723
sadiqkhan,1.1878594603558614
manifestation,-1.3273269601058661
par_la,-1.4520796069231348
paris,-1.1158323219289914
dit,-1.2645467847908385
polic,1.144814435423047
please_help,1.0643517047245061
saw,1.0907320586413092
similar,1.039411470807829
lad,1.1884982329693532
defend,1.0838808125218005
britain,1.1850053157137002
capital,1.1340999386993145
antifa,0.9949687417104036
please_retweet,1.028443958552416
nigel_farage,1.1499480632049328
basement,1.06562972766131
door,1.038255046223275
fear,1.1361098618343801
excuse,1.0792136888902821
blacklivesmatteruk,1.0501193722175548
hijacked,1.175315644844755
extreme,1.041725286647494
violent,1.1864784318299366
type,1.1787516229449764
destruction,1.151856590728321
uk,1.1121999380636818
growing,1.08820960058261
named,1.1539239263764733
mr,1.079727589796119
didn,1.1831611382048026
goal,1.1554886934519122
kind,1.1340275114819798
enough,1.1461382645866154
qanon_wwg1wga,-1.1245727756154273
bloody,1.195737801431905
german,1.0848968859369086
family,1.1314633627682082
child,1.091441073019993
apologize,1.1772478828654795
moving,1.0630369745974388
ave,-1.1063602648809872
take_back,1.0685793778727453
game,1.1692894020351186
ugly,1.1268226682410776
fascist,1.0801883520838373
registered,1.1037850071592799
bring,1.2135148531251674
post,1.0309214003542848
list,1.129414927284367
police_violence,1.0941809736589616
uncle,1.2141568335403157
nonce,1.1594820190344963
turned,1.1417028717027633
point,1.140354885049657
een,-1.3042569312999388
foto,-1.550851656048491
dan,-1.0772338787143019
1000,-1.0834248512526092
alllivesmatter_londonprotests,-1.1877962070889214
shag,-1.277145617800925
check,1.0330033943605033
pray,1.0542623450389663
policebrutality,-1.022125488338212
course,1.1012095501668078
ally,1.0894070561383642
fail,1.024763486025328
distance,1.2111829300993284
could,1.1872206104740999
last_week,1.1968846004169704
kpop,1.049457366557735
worst,1.150851503245852
music,1.1056362092493721
stupid,1.1590876641602896
join,1.0992511304836454
veteran,1.0836101969841372
cenotaph,1.1826949191714167
churchillstatue,-1.0972357189475876
churchill,1.054435096872892
gop,1.114040730074638
keeping,1.1831412051607462
bunkerboytrump,1.0435787331291102
happy,1.11321428710816
j,-1.0090562583312
lindseygrahamsc,1.1760299995453687
ingrahamangle,1.137674314316511
think,1.2224686503677449
harm,1.2307963458273563
creating,1.0625210364925881
divide,1.0901346378578465
normal,1.1000471952761604
okay,1.1092768709345386
seriously,1.1315738278147682
comedy,1.256288536111248
fantastic,1.0784172890111972
supporting,1.121051935250961
view,1.1265322917526708
context,1.1149693864062251
winston_churchill,1.0919560956107457
understand,1.2100987191591415
core,1.226340230034004
hold,1.1362195799484036
pm,1.0222740614157562
special,1.0429526309279356
white_people,1.222554163663412
scary,1.1331613177057915
money,1.1226468202205069
mahyartousi,1.080482620881574
blood,1.0627783953516277
make_sure,1.0991205860747706
human,1.1246011324754788
shield,1.130457608830992
david,1.0049968308854806
ask,1.2086650430788244
peace,1.0615927435060712
street,1.124502407048733
across,1.1285700815313764
let_keep,1.1537329152957052
footage,1.0987228315172393
forward,1.1946665069561102
link,1.017539263138669
writer,1.0908732721428704
tr,1.0166705099222537
ne,-1.1865525903796261
west,1.0527988816543261
st,1.0487223359746896
heading,1.0564850468775404
north,1.07105137891764
currently,1.098406564049868
march,1.0975525884628001
peacefully,1.102948296513309
marched,1.1527399957160713
friday,1.0469478789387736
park,1.0574370451926625
amen,1.0242576429519537
mine,1.2269267350780493
apology,1.2862806603372106
irony,1.1117797298598162
repeat,1.079685540244085
short,1.1514715251403624
agree,1.152597990317069
forgotten,1.1284671663746937
pe,1.0235355165169866
yet_another,1.1037801443874435
murder,1.0731807160714646
sa,-1.0737152447962168
clear,1.1734485346455612
radical,1.0591488651541268
liberal,1.175925749810376
anything,1.1950999965195088
cheat,1.1415774007249455
steal,1.0895517685231333
life,1.1484837615806034
challenge,-1.012036889768203
maga_kag,-1.0403560048781848
msm,1.0736533703527098
bbcnews,1.003619080979123
happened,1.1581943826087235
alllivesmatter_whitelivesmatter,1.1206057239928846
mind,1.146693493947794
damn,1.1247681311407085
learn,1.118640366723445
take,1.1760498501886527
wait,1.1051500806912868
county,1.063692658269085
app,1.1111619437099869
phone,1.1096755193853456
police_force,1.2810596324672532
diversity,1.1029397017222615
reform,1.1784409543057128
g,1.050759191371981
controlled,1.1268760836278278
conversation,1.1498430548362195
far_left,1.1762422449193959
mob,1.132539964873492
approve,1.1610710427216084
station,1.0631875287500334
reading,1.120365823439417
tom,1.0750825561834598
metpoliceuk,1.1904672351369707
bbc,1.0538766306894305
protecting_statue,1.170925075598275
defundthebbc_alllivesmatter,1.1269203703752868
definitely_not,1.1207974697100866
su,-1.1509619030114675
shit,1.2063727738041996
loot,1.1123424067754106
policy,1.1450457429982719
protect,1.1185119325911805
min,1.0158989127990865
brooklyn,-1.0536582141835433
last_weekend,1.0919960982632035
jeffsessions,1.0802392369116283
traitor,1.039900904334715
depends,1.0685789675780821
save,1.0736417759371952
q,-1.1016121543830524
qanons,-1.1581893426518415
savethechildren,-1.1736164066126844
pedogate,-1.3459138914099833
sad,1.1892035200396653
overcome,1.0620647461581472
one_day,1.2234748623836567
closer,1.1479040217677672
election,1.1273314888820962
walkawayfromdemocrats,1.0452485278274264
bc,1.1303993047499072
gone,1.1341476244631374
insane,1.1679010044394
evil,1.143534537061453
saying,1.168017619664582
hypocrite,1.0053123158162522
qui,-1.3162162030222258
faire,-1.436731088631224
sur_la,-1.3854890427774298
pour,-1.216033546174219
4,1.049257800997889
minneapolis,-1.00163150460649
mn,-1.202573861104936
reporter,1.0689524460789241
claim,1.176915970883108
journalist,1.121740241917394
problem,1.2187191521594951
day,1.0959834297073086
taking,1.1156892158257383
destroy_america,1.0916402787499933
agreed,1.111307637167862
sickening,1.1745099079011119
system,1.1510306231270555
local,1.104101562285833
level,1.2112545458881576
jack,1.2081831666740537
chicago,1.0667832362165197
witness,1.0880230668346762
60,1.05649897373088
year,1.1464579949554623
hour,1.0823336452634096
sean,-1.032347370220512
100,1.0734729263334677
period,1.0537871279559716
votebluetosaveamerica2020,-1.0916264365741684
protest_today,1.1823309329633762
turn,1.1338483623088058
dumb,1.1734778186854806
sound,1.071279104819228
creepy,1.0470254429324397
despicable,1.0323316613148958
morning,1.0911131848446454
justify,1.1573960391286218
ar,1.0259194829937779
em,-1.028582005129993
chaz,1.0317019569269907
seattleautonomouszone,-1.1040759137568856
breaking,1.021367687272125
china,1.0080850310319562
france,-1.035454578623177
russia,1.067042676372838
symbol,1.0911723934452224
ad,-0.9947152685694418
satan,1.1038000407223285
jeff,1.056799669946949
session,1.0541356451267356
rest,1.1378345643509422
mentioned,1.308596698966025
fashion,1.2636855677118388
absolute,1.1210623738610483
fit,1.1278521856319665
november,1.1017350176374383
running,1.126292914576165
leaving,1.065902661412532
white_house,1.1549520172534138
trumpout2020,-1.0670193169091498
chai_bie,-1.410484635352999
demo,-1.025284840308906
ri_ben,-1.4104312759500623
mi,-1.1905740364900095
ran,1.0770545579087618
ti,-1.2289250819596955
youth,1.2332913437329918
organizer,1.112683992247428
decision,1.0340749034040009
created,1.0914282538406936
perfect,1.2236666345273395
moment,1.1301485753593858
blm_antifa,1.1568126436556632
deepstate,-1.0403905425726476
georgefloyd_georgefloydprotests,-1.1357249262774272
animal,1.0573947439928222
breathe,1.0796357335174103
decide,1.144936267598286
sethabramson,1.1904111787338758
house,1.1480287203187944
londres,-1.2095354275528698
la,-1.30427506167059
policia,-1.4753651598086877
con_los,-1.6720804668668516
remind,1.1734008504968543
shoe,1.2193968160664854
bag,1.162292545182657
extra,1.0931442057329774
pic,1.0208523351857008
international,1.0728706550950688
e,-1.2049082593062819
dollar,1.1647356974241603
late,1.1367613604227027
report,1.0854979628695995
breonna_taylor,1.1500882715149168
came,1.0984317291023238
blank,1.0301927634842953
georgefloydprotest,-1.150583614617534
reason,1.167532943992462
sell,1.117384704603348
soul,1.1121530160794588
got,1.1576993388523265
asian,1.1162860818990354
term,1.1848982347097599
others,1.1569283684915903
sin,-1.0949298020043754
luego,-1.5218126996694865
message,1.031840576460839
wondering,1.1974423306036484
25,1.0969213619547586
shall,1.0407644665652276
speak,1.1286194817662205
wear,1.1374754295822982
saint,1.0898431979369934
marine,1.1118386845975352
respect,1.094929305919381
integrity,1.1780376355978452
racial,1.0499128961104796
issue,1.1835825752750189
leftist,1.089012211097638
kan,-1.3435134740848227
wel,-1.2446946912617283
maar,-1.2793984411781498
zijn,-1.2680876209248453
skynews,1.131190732282492
scummedia,1.0956295773241775
finest,1.0954556310748371
blacklives,1.0878120233295787
ex,-0.9864705459159138
ht,-1.1142654930956852
votebluetoendthisnightmare,-1.2089702319405033
biden2020landslide,-1.042423570095051
ridiculous,1.1445772190802703
stay_safe,1.0459609858764065
log,-1.0971853143336112
facebook,1.0197318494952765
alllivesmatter_hashtag,-1.2961776306514627
reactie_op,-1.2937624163569565
blacklivesmatter_waarmee,-1.3088585773269956
je_impliceert,-1.314658334455962
dat_de,-1.3340663810254996
problemen_van,-1.3157053158709255
rally,1.053446042435623
fired,1.0625075280664051
republican,1.1154133151748649
georgia,1.0731690839677719
african_american,1.0765908863256564
witnessed,1.256819190048353
male,1.168995411831507
film,1.045403235174685
crew,1.084007664516975
take_knee,1.128057642082865
afternoon,1.105587902243795
walking,1.081349701554377
around,1.1763335994055557
giving,1.0952491837685867
serious,1.155860127101452
weekend,1.1230478402448245
unbelievable,1.0526317511759287
embarrassing,1.1242256719363495
11,-1.140050920469654
00,-1.1045648739397964
12,-1.1052360821614813
whitelivesmatter,-1.0717031823445224
14,1.0336739521978069
throw,1.163542068097107
piss,1.076358259202239
new_york,1.0005007889067015
large,1.1085332163367665
number,1.1364007792093398
box,1.1338682117901584
business,1.1414814771042496
usembassyseoul,1.1976955370896667
judge,1.150642172289908
ppl,1.133102491615687
character,1.1457769898506465
whitelivesmatter_alllivesmatter,-1.0815824107990393
dineshdsouza,1.103464318299712
sure,1.1658300656283505
one_thing,1.1482832406325607
head,1.0939285432817079
nation,1.1181049099339802
totally,1.1706845985232048
independent,1.1875616253789931
although,1.2095145533364908
platform,1.0814035622303089
refuse,1.0617868713295349
terrorism,1.0744730982642756
public,1.1461772681099234
citizen,1.108384725391757
2021,1.0698208767125978
voteblue2020,-1.0785977578120813
dumptrump2020,-1.0747260917389183
votebluetosaveamerica_voteouthate,-1.0735915687750504
charged,1.0755969449118332
federal,1.1435802903676167
related,1.1231189298945132
part,1.1939702717992582
wtf,1.0560121016987172
managed,1.1357018273557848
rule,1.1341387829003768
acting,1.1149675671982706
godwins,1.0705983987763124
government,1.1408949834305677
michael_jackson,-1.2378191862387316
bh,-1.342384930037743
yn,-1.2233269181133783
parody,1.1086295387748006
dictatortrump,-1.0530551583169039
took,1.1122415446147376
seeing,1.1490448490546488
pritipatel,1.2205731311460255
shameful,1.0450135127016502
member,1.1844879285083112
condemn,1.1058062953610286
read,1.0984725111622127
boom,1.0744365951142707
bang,1.072981491064899
quote,1.0720899152601817
winston,1.0972293096349075
auf,-1.272951404054408
die_usa,-1.2994149391666348
einen,-1.1484691262458608
una,-1.4463054475227273
donde,-1.4872946317519262
estan,-1.5667209464715015
forcing,1.104195888865242
player,1.0593417336277686
company,1.1071807065674446
donation,1.1011292873991794
democratic,1.1491170310094665
wake,1.1184617168927324
gatewaypundit,1.1582280668344407
except,1.1275034187892927
lock,1.1216792321289482
lose,1.1877454812090078
key,1.1226201029133989
wordt,-1.3076693815814155
voor,-1.2637799859292649
noticed,1.1751048615227422
concerned,1.1667683979453098
rating,1.094994823915469
review,1.131883910625757
realtrumpforce,1.0602318254301906
waking,1.1695035069410127
june_2020,-1.030282150208592
unborn,1.0918454622943001
murdered,1.0910345697457775
2020,-1.0008842891492242
photo,1.0361146947274005
banderole,-1.3492528085557915
est_un,-1.2960609112862644
tres,-1.3057063659433268
